id	name	count	lat	lon
30387	University of Iowa Hospitals & Clinic Heliport	18	41.65999984741211	-91.54769897460938
73885	Columbia St Mary's Heliport	58	43.06096	-87.88053
73136	Mason General Hospital Heliport	16	47.22480010986328	-123.11199951171875
41839	Boone Hospital Center Heliport	54	38.95000076293945	-92.31600189208984
62411	1001 Fourth Avenue Plaza Heliport	450	47.6068000793457	-122.33399963378906
79450	Brunswick Executive Airport	11	43.89220047	-69.93859863
35689	St. Luke's Hospital Heliport	18	46.88359832763672	-96.78559875488281
61135	City Hall Complex Heliport	291	36.17219924926758	-115.14099884033203
91797	Piac Heliport	14	39.86259841918945	-75.31050109863281
58445	Jobe Skis Plant 1 Heliport	40	47.68539810180664	-122.13600158691406
99056	Renton Municipal Airport	53	47.4930992126	-122.216003418
97406	St Johns Hospital Heliport	19	39.80670166015625	-89.64440155029297
56969	Wolomolopoag STOLport	13	42.10070037841797	-71.20780181884766
58574	Merritt Field	1	41.41809844970703	-76.5344009399414
74140	Tanner Medical Center Heliport	9	33.570098876953125	-85.07489776611328
60278	Willapa Harbor Heliport	5	46.66320037841797	-123.81199645996094
42815	Lucerne Medical Center Heliport	137	28.530799865722656	-81.37870025634766
96138	White Oak Stand Airport	7	36.807899475097656	-81.70120239257812
35697	Landmark Plaza Heliport	9	40.78200149536133	-73.82569885253906
11865	Cmmc Air Ambulance Landing Site Heliport	23	44.10309982299805	-70.21530151367188
87573	Pine Ridge Helistop	2	26.490400314331055	-81.93340301513672
56901	Flagler Hospital Heliport	31	29.862199783325195	-81.31670379638672
63730	Jerry Douglass Heliport	5	44.058333	-70.098611
14023	Fontana Police Heliport	31	34.101716	-117.433729
24768	P & A Deptford Heliport	10	39.844600677490234	-75.09130096435547
20854	Lebanon Hospital Heliport	10	44.5515336263	-122.907743454
66814	Flying Ridge Airstrip	21	41.36819839477539	-73.29119873046875
54876	Ernest A. Love Field	27	34.65449905	-112.4199982
29551	Kimshan Ranch Airport	2	47.8400993347168	-122.86000061035156
60115	Apex Airpark	14	47.6567993164	-122.733001709
52805	Cordova Municipal Airport	2	60.5438995361	-145.727005005
48647	Folsom Airport	4	30.67259979248047	-85.08350372314453
95523	Rockingham Memorial Hospital Heliport	7	38.4401016235	-78.8720016479
23205	Pearson Field	88	34.98619842529297	-92.63349914550781
13210	North Haven Heliport	3	41.3672981262207	-72.88009643554688
67598	Battle Creek Health System Helistop	12	42.33089828491211	-85.17890167236328
99887	Jacksonville Pre-Trial Detention Facility Heliport	106	30.32550048828125	-81.65070343017578
40023	St Luke's Boise Medical Center Heliport	62	43.612701416	-116.192001343
74364	Kenner Farm Airport	2	35.88090133666992	-83.72709655761719
45460	Med West-Hoover Heliport	5	33.354794	-86.85609
72153	Adams County Hospital Heliport	1	38.794498443603516	-83.53459930419922
83573	Manatee Memorial Hospital Heliport	33	27.499167	-82.562778
15944	Long Airport	3	41.227500915527344	-86.79029846191406
11917	Elk Grove Airport	14	38.392398834228516	-121.33100128173828
77089	Flying Dollar Ranch Airport	7	44.287498474121094	-87.7958984375
45900	Portland Heliport	11	41.56589889526367	-72.6415023803711
38780	Mc Kennan Hospital Heliport	20	43.5340995789	-96.71499633790002
29633	Valley Medical Center Heliport	86	36.73720169067383	-119.75399780273438
67462	Providence Medical Center Heliport	25	45.52819824	-122.6119995
95653	Ag-Alley Airport	3	43.16109848022461	-77.17749786376953
51936	Franconia Airport	5	44.195899963378906	-71.74949645996094
48842	Christus Spohn Hospital Memorial Heliport	37	27.779800415039062	-97.41419982910156
49972	Willamette Falls Community Hospital Heliport	19	45.357601165771484	-122.58599853515625
45080	Sfs Airpark	7	48.03580093383789	-122.77400207519531
65228	St Louise Regional Hospital Heliport	42	37.035800933800004	-121.571998596
95538	Barnes Jewish Hospital Heliport	86	38.633399963378906	-90.2500991821289
32816	Norfolk International Airport	14	36.89459991455078	-76.20120239257812
22865	Wayne Memorial Hospital Inc. Heliport	6	35.398799896240234	-77.94969940185547
60696	Natividad Medical Center Heliport	22	36.69770050048828	-121.6510009765625
35533	Stevens Memorial Hospital Heliport	93	47.8036994934082	-122.33399963378906
57325	Darr Field	5	35.90850067138672	-79.98729705810547
79659	St Joseph Medical Center Heliport	107	41.07870101928711	-85.14969635009766
43098	Wiley's Seaplane Base	28	45.430999755859375	-122.6500015258789
58196	Providence Hospital Heliport	129	42.3386993408	-122.861999512
16969	Manchester Laboratory Heliport	86	47.57429885864258	-122.5479965209961
16195	Bert's Airport	2	40.28559875488281	-75.74819946289062
81290	KTSP Heliport	371	33.4487	-112.081001
82582	Douglas County Hospital Heliport	16	45.873600006103516	-95.3772964477539
54754	Thorn Airport	5	43.93000030517578	-86.16560363769531
98173	Capital Center Heliport	9	41.82899856567383	-71.4136962890625
34140	Cherry Hill Inn Heliport	10	39.93339920043945	-75.03299713134766
49519	Lodi Airport	2	42.972198486328125	-96.9802017211914
43601	Siletz Airport	1	44.73040008544922	-123.91500091552734
61906	Ogden Hinckley Airport	26	41.195899963379	-112.0120010376
16558	Seaside Heliport	2	45.84149932861328	-123.927001953125
46328	Good Samaritan Hospital Heliport	84	34.054901	-118.264967
66334	New London Airport	1	37.27180099487305	-79.33589935302734
70306	Olympic Memorial Hospital Heliport	29	48.11940002441406	-123.4000015258789
41505	BBVA Bancomer Tower Helipad	8	19.422852	-99.174745
81230	Quebec/Sûreté Heliport	153	46.834	-71.2841
97607	Goering Ranches Airport	5	44.0973014831543	-120.9469985961914
54336	Flying 'O' Ranch Heliport	21	47.36920166015625	-122.06900024414062
69076	Chapin Field	4	43.05009841918945	-73.36620330810547
61014	Zangger Vintage Airpark	6	43.4514007568	-96.40589904790001
46962	Westmoreland Hospital Heliport	10	40.30120086669922	-79.5552978515625
13662	Quesnel Airport	5	53.026100158691406	-122.51000213623047
78065	San Joaquin Community Hospital Heliport	63	35.38359832763672	-119.0199966430664
90599	Charlton Memorial Hospital Heliport	9	41.709800720214844	-71.14610290527344
28797	Nrh Fire Department Heliport	3	32.85919952392578	-97.2300033569336
67445	Douglas Municipal Airport	3	31.3425998688	-109.505996704
70727	Eagles Landing Heliport	3	35.92250061035156	-83.57939910888672
52610	1st District Police Station Heliport	12	41.44810104370117	-81.77899932861328
37135	Hca New Port Richey Hospital Heliport	26	28.235000610351562	-82.71790313720703
93788	Woodland State Airport	11	45.898799896240234	-122.73699951171875
96167	Fall City Airport	16	47.55950164794922	-121.86399841308594
66601	Pangborn Memorial Airport	1	47.3988990784	-120.207000732
81867	St-Jérôme Airport	22	45.78030014038086	-74.06189727783203
79513	Winnipeg (City of Winnipeg) Heliport	103	49.900473	-97.095553
71397	Port Orchard Airport	2	47.43230056762695	-122.66799926757812
59737	St Joseph Hospital Heliport	221	32.72850036621094	-97.32450103759766
26244	Leo Creek Airport	1	55.119853	-125.614054
51410	Johnson Wax Heliport	16	42.70840072631836	-87.79170227050781
52283	St Francis Hospital Heliport	111	41.77450180053711	-72.6989974975586
19091	Vancouver (General Hospital) Heliport	67	49.261946699	-123.124410957
78952	Stark Heliport	15	40.47999954223633	-89.02169799804688
21889	Utah Valley Regional Medical Center Heliport	19	40.24800109863281	-111.66600036621094
74907	Shasta Regional Medical Center Heliport	50	40.585116	-122.387976
77020	Ocean Shores Municipal Airport	5	47.003700256347656	-124.14399719238281
23960	Pilot Butte Airport	31	44.047298431396484	-121.2760009765625
62527	Hintzman Private Airport	2	46.65098	-95.354874
51342	Lake Country Regional Airport	1	36.5957984924	-78.56009674070002
47604	Jackson County Reynolds Field	1	42.259799957300004	-84.45939636230001
39327	Central Washington Hospital Heliport	41	47.406700134277344	-120.31999969482422
13581	Yuma MCAS/Yuma International Airport	3	32.65660095	-114.6060028
90115	Cyber Density Balloon Spot Balloonport	8	40.43439865112305	-74.63469696044922
29673	Garberville Airport	3	40.08599853515625	-123.81400299072266
80994	Fredericton (Forestry Centre) Heliport	33	45.93333435058594	-66.66666412353516
57641	P W Johnson Memorial Airport	4	39.683998107910156	-80.86229705810547
14881	Cosmodyne Heliport	20	33.84360122680664	-118.33999633789062
91754	Jeannette Hospital Heliport	5	40.3203010559082	-79.61139678955078
22127	Little Chase Farm Airstrip	3	52.357319	-1.6209368
58876	St Mary's Regional Medical Center Heliport	109	35.2836990356	-93.1504974365
39772	Polson Airport	3	47.69540023803711	-114.18499755859375
85662	Flea Port Heliport	12	37.373600006103516	-121.87999725341797
65123	St Thomas Municipal Airport	7	48.626399993896484	-97.43920135498047
