19951009	19951009	Iowa City, IA			Man repts. witnessing &quot;flash, followed by a classic UFO, w/ a tailfin at back.&quot; Red color on top half of tailfin. Became triangular.	Blackberry Ridge Heliport	0.524918641	353800	2.165244355	1	5.8	61018	0.000017	alien_abduction	0.012320329	0.010652726		
19951010	19951011	Milwaukee, WI		2 min.	Man  on Hwy 43 SW of Milwaukee sees large, bright blue light streak by his car, descend, turn, cross road ahead, strobe. Bizarre!	St. Mary's Hospital Ozaukee Heliport	0.597025926	662072	2.165244355	1	5.8	61018	0.000017	alien_abduction	0.012320329	0.010652726		
19950101	19950103	Shelton, WA			Telephoned Report:CA woman visiting daughter witness discs and triangular ships over Squaxin Island in Puget Sound. Dramatic.  Written report, with illustrations, submitted to NUFORC.	Mason General Hospital Heliport	0.862199971	505783	2.326587005	1	5.8	61018	0.000017	alien_abduction	0.012320329	0.010652726		
19950510	19950510	Columbia, MO		2 min.	Man repts. son&apos;s bizarre sighting of small humanoid creature in back yard.  Reptd. in Acteon Journal, St. Louis UFO newsletter.	University Hospitals & Clinics Heliport	0.364705024	858368	2.165244355	1	5.8	61018	0.000017	alien_abduction	0.012320329	0.010652726		
19950611	19950614	Seattle, WA			Anonymous caller repts. sighting 4 ufo&apos;s in NNE sky, 45 deg. above horizon.  (No other facts reptd.  No return tel. #.)	Puget Sound Plaza Heliport	0.209791157	505783	2.326587005	1	5.8	61018	0.000017	alien_abduction	0.012320329	0.010652726		
19950821	19950823	Laporte, WA		5 sec.	Several children report to their father that they witnessed &quot;red star&quot; streak across sky.		8000	505783	2.326587005	1	5.8	61018	0.000017	alien_abduction	0.012320329	0.010652726		
19950416	19950416	Villa Rica, GA			GA Hwy. Patrol dispatch repts. trooper observed advertising blimp for video company in area of prior report.	Lucky Lairds Landing Airport	1.129800469	1169815	2.166455066	1	5.8	61018	0.000017	alien_abduction	0.012320329	0.010652726		
19950207	19950207	Raymond, WA			Woman witnesses object.  (Facts unclear.)	Willapa Harbor Heliport	5.536087918	505783	2.326587005	1	5.8	61018	0.000017	alien_abduction	0.012320329	0.010652726		
19951118	19951117	Orlando, FL			Woman repts. bizarre &quot;half circle&quot; obj. in sky to SE.  Projects ray downward!  Something appeared to &quot;fall&quot; from the main object.	Lucerne Medical Center Heliport	0.130510493	2271074	2.166455066	1	5.8	61018	0.000017	alien_abduction	0.012320329	0.010652726		
19950610	19950611	Glade Spring, VA		5 min.	Woman, children, and grandmother witness 4 bizarre, bright green &quot;stars&quot; hovering nearby.  Suddenly got brighter, streak off.	Tazewell County Airport	3.2773275	987203	2.166455066	1	5.8	61018	0.000017	alien_abduction	0.012320329	0.010652726		
19950514	19950514	Silver Beach, NY		25 min.	Woman repts. eight people observing very large obj.--1/2 diameter of full moon--visible in western sky.  Moves to south.	Evers Seaplane Base	0.946023594	2977604	2.153900783	1	5.8	61018	0.000017	alien_abduction	0.012320329	0.010652726		
19950204	19950204	Lewiston, MT			Man &amp; wife witness bright white light w/ red &amp; blue lights.  Moves slowly.		8000	96469	2.326587005	1	5.8	61018	0.000017	alien_abduction	0.012320329	0.010652726		
