name,count
NUFORC,116
approximate,96
looked,65
light,60
never,50
report,49
lights,48
appeared,47
Witness,42
indicates,42
around,41
deleted,37
flying,35
large,35
sound,35
thought,34
witness,34
still,33
moving,30
mother,30
looking,30
something,29
several,28
family,28
seemed,28
across,28
slowly,28
happened,28
clear,27
small,27
speed,27
moved,26
bright,25
remember,25
miles,25
toward,24
minutes,24
front,24
later,24
father,24
incident,23
watched,23
first,23
anyone,22
story,22
seconds,22
right,22
going,21
anything,21
event,21
craft,21
field,21
think,21
stopped,21
summer,20
street,19
outside,19
observed,19
plane,19
always,18
place,18
called,18
passed,18
started,18
behind,18
hovering,17
object,17
lived,17
horizon,17
straight,17
direction,17
telescope,17
noticed,16
uncle,16
another,16
hovered,16
memory,16
black,15
brother,15
almost,15
traveling,15
early,15
approximately,15
airplane,15
inside,15
round,15
parents,14
military,14
altitude,14
stars,14
sight,14
found,14
standing,14
objects,14
friend,14
heard,13
circular,13
information,13
morning,13
grandfather,13
building,13
degrees,13
clouds,13
trees,13
witnessed,13
probably,12
young,12
nothing,12
quickly,12
husband,12
reports,12
middle,12
without,12
enough,12
school,12
quite,12
green,11
close,11
someone,11
walking,11
began,11
totally,11
stayed,11
weather,11
playing,11
number,11
german,11
decided,11
sightings,11
heading,10
guess,10
directly,10
recall,10
highway,10
length,10
ABOUT,10
others,10
talking,10
really,10
engine,10
reported,10
silver,10
point,10
There,10
LIGHTS,10
occurred,10
evening,10
grandmother,10
orange,10
asked,10
hours,10
believe,10
overhead,9
sister,9
visible,9
group,9
square,9
following,9
suddenly,9
north,9
turned,9
airplanes,9
great,9
neighbors,9
unusual,9
though,9
taken,9
estimate,9
Source,9
strange,9
passing,9
position,9
described,9
along,8
arrived,8
local,8
watching,8
brought,8
white,8
similar,8
although,8
friends,8
different,8
oslash,8
Mother,8
mountain,8
maybe,8
experience,8
degree,8
approached,8
watch,8
THERE,8
making,8
least,8
submitted,8
remain,8
anonymous,8
short,8
Saturday,8
person,8
pilot,8
might,8
seeing,8
track,7
observing,7
wondered,7
Church,7
soccer,7
shooting,7
observe,7
concert,7
course,7
tried,7
contact,7
stood,7
turning,7
running,7
trail,7
WOULD,7
exact,7
returned,7
scene,7
location,7
machine,7
mentioned,7
interested,7
occured,7
hanging,7
windows,7
towards,7
However,7
secret,7
center,7
Japan,7
living,7
Mustang,7
questions,7
possible,7
angle,7
shape,7
elects,7
glowing,7
pointed,7
perhaps,7
better,7
crossing,7
minute,7
sudden,7
wings,7
completely,6
scared,6
sighting,6
yards,6
metallic,6
unknown,6
wanted,6
Sighting,6
record,6
German,6
LATER,6
witnesses,6
ldquo,6
little,6
known,6
South,6
horizontal,6
understand,6
WITNESS,6
August,6
attention,6
weapon,6
CRAFT,6
given,6
nearly,6
Project,6
followed,6
lower,6
whether,6
everyone,6
sphere,6
source,6
question,6
saucer,6
assigned,6
tracks,6
Force,6
clearly,6
parking,6
upward,6
shiny,6
working,6
together,6
bedroom,6
became,6
railroad,6
moment,6
country,6
worked,6
Washington,6
address,6
